energy,nu_e,nu_mu,nu_tau,nu_e_bar,nu_mu_bar,nu_tau_bar
-2.645236,0.00E+00,0.00E+00,0.00E+00,3.35E-03,0.00E+00,0.00E+00
-2.642935,0.00E+00,0.00E+00,0.00E+00,3.43E-03,0.00E+00,0.00E+00
-2.640634,0.00E+00,0.00E+00,0.00E+00,3.51E-03,0.00E+00,0.00E+00
-2.638333,0.00E+00,0.00E+00,0.00E+00,3.59E-03,0.00E+00,0.00E+00
-2.636032,0.00E+00,0.00E+00,0.00E+00,3.67E-03,0.00E+00,0.00E+00
-2.633731,0.00E+00,0.00E+00,0.00E+00,3.76E-03,0.00E+00,0.00E+00
-2.63143,0.00E+00,0.00E+00,0.00E+00,3.84E-03,0.00E+00,0.00E+00
-2.629129,0.00E+00,0.00E+00,0.00E+00,3.92E-03,0.00E+00,0.00E+00
-2.626828,0.00E+00,0.00E+00,0.00E+00,4.01E-03,0.00E+00,0.00E+00
-2.624527,0.00E+00,0.00E+00,0.00E+00,4.10E-03,0.00E+00,0.00E+00
-2.622226,0.00E+00,0.00E+00,0.00E+00,4.18E-03,0.00E+00,0.00E+00
-2.619925,0.00E+00,0.00E+00,0.00E+00,4.27E-03,0.00E+00,0.00E+00
-2.617624,0.00E+00,0.00E+00,0.00E+00,4.36E-03,0.00E+00,0.00E+00
-2.615323,0.00E+00,0.00E+00,0.00E+00,4.45E-03,0.00E+00,0.00E+00
-2.613022,0.00E+00,0.00E+00,0.00E+00,4.54E-03,0.00E+00,0.00E+00
-2.610721,0.00E+00,0.00E+00,0.00E+00,4.63E-03,0.00E+00,0.00E+00
-2.60842,0.00E+00,0.00E+00,0.00E+00,4.73E-03,0.00E+00,0.00E+00
-2.606119,0.00E+00,0.00E+00,0.00E+00,4.82E-03,0.00E+00,0.00E+00
-2.603818,0.00E+00,0.00E+00,0.00E+00,4.92E-03,0.00E+00,0.00E+00
-2.601517,0.00E+00,0.00E+00,0.00E+00,5.01E-03,0.00E+00,0.00E+00
-2.599216,0.00E+00,0.00E+00,0.00E+00,5.11E-03,0.00E+00,0.00E+00
-2.596915,0.00E+00,0.00E+00,0.00E+00,5.20E-03,0.00E+00,0.00E+00
-2.594614,0.00E+00,0.00E+00,0.00E+00,5.30E-03,0.00E+00,0.00E+00
-2.592313,0.00E+00,0.00E+00,0.00E+00,5.40E-03,0.00E+00,0.00E+00
-2.590012,0.00E+00,0.00E+00,0.00E+00,5.50E-03,0.00E+00,0.00E+00
-2.587711,0.00E+00,0.00E+00,0.00E+00,5.60E-03,0.00E+00,0.00E+00
-2.58541,0.00E+00,0.00E+00,0.00E+00,5.70E-03,0.00E+00,0.00E+00
-2.583109,0.00E+00,0.00E+00,0.00E+00,5.80E-03,0.00E+00,0.00E+00
-2.580808,0.00E+00,0.00E+00,0.00E+00,5.90E-03,0.00E+00,0.00E+00
-2.578507,0.00E+00,0.00E+00,0.00E+00,6.00E-03,0.00E+00,0.00E+00
-2.576206,0.00E+00,0.00E+00,0.00E+00,6.11E-03,0.00E+00,0.00E+00
-2.573905,0.00E+00,0.00E+00,0.00E+00,6.21E-03,0.00E+00,0.00E+00
-2.571603,0.00E+00,0.00E+00,0.00E+00,6.32E-03,0.00E+00,0.00E+00
-2.569302,0.00E+00,0.00E+00,0.00E+00,6.42E-03,0.00E+00,0.00E+00
-2.567001,0.00E+00,0.00E+00,0.00E+00,6.53E-03,0.00E+00,0.00E+00
-2.5647,0.00E+00,0.00E+00,0.00E+00,6.64E-03,0.00E+00,0.00E+00
-2.562399,0.00E+00,0.00E+00,0.00E+00,6.75E-03,0.00E+00,0.00E+00
-2.560098,0.00E+00,0.00E+00,0.00E+00,6.86E-03,0.00E+00,0.00E+00
-2.557797,0.00E+00,0.00E+00,0.00E+00,6.97E-03,0.00E+00,0.00E+00
-2.555496,0.00E+00,0.00E+00,0.00E+00,7.08E-03,0.00E+00,0.00E+00
-2.553195,0.00E+00,0.00E+00,0.00E+00,7.20E-03,0.00E+00,0.00E+00
-2.550894,0.00E+00,0.00E+00,0.00E+00,7.31E-03,0.00E+00,0.00E+00
-2.548593,0.00E+00,0.00E+00,0.00E+00,7.43E-03,0.00E+00,0.00E+00
-2.546292,0.00E+00,0.00E+00,0.00E+00,7.54E-03,0.00E+00,0.00E+00
-2.543991,0.00E+00,0.00E+00,0.00E+00,7.66E-03,0.00E+00,0.00E+00
-2.54169,0.00E+00,0.00E+00,0.00E+00,7.78E-03,0.00E+00,0.00E+00
-2.539389,0.00E+00,0.00E+00,0.00E+00,7.90E-03,0.00E+00,0.00E+00
-2.537088,0.00E+00,0.00E+00,0.00E+00,8.02E-03,0.00E+00,0.00E+00
-2.534787,0.00E+00,0.00E+00,0.00E+00,8.14E-03,0.00E+00,0.00E+00
-2.532486,0.00E+00,0.00E+00,0.00E+00,8.26E-03,0.00E+00,0.00E+00
-2.530185,0.00E+00,0.00E+00,0.00E+00,8.38E-03,0.00E+00,0.00E+00
-2.527884,0.00E+00,0.00E+00,0.00E+00,8.51E-03,0.00E+00,0.00E+00
-2.525583,0.00E+00,0.00E+00,0.00E+00,8.63E-03,0.00E+00,0.00E+00
-2.523282,0.00E+00,0.00E+00,0.00E+00,8.76E-03,0.00E+00,0.00E+00
-2.520981,0.00E+00,0.00E+00,0.00E+00,8.89E-03,0.00E+00,0.00E+00
-2.51868,0.00E+00,0.00E+00,0.00E+00,9.01E-03,0.00E+00,0.00E+00
-2.516379,0.00E+00,0.00E+00,0.00E+00,9.14E-03,0.00E+00,0.00E+00
-2.514078,0.00E+00,0.00E+00,0.00E+00,9.27E-03,0.00E+00,0.00E+00
-2.511777,0.00E+00,0.00E+00,0.00E+00,9.40E-03,0.00E+00,0.00E+00
-2.509476,0.00E+00,0.00E+00,0.00E+00,9.53E-03,0.00E+00,0.00E+00
-2.507175,0.00E+00,0.00E+00,0.00E+00,9.67E-03,0.00E+00,0.00E+00
-2.504874,0.00E+00,0.00E+00,0.00E+00,9.80E-03,0.00E+00,0.00E+00
-2.502573,0.00E+00,0.00E+00,0.00E+00,9.93E-03,0.00E+00,0.00E+00
-2.500272,0.00E+00,0.00E+00,0.00E+00,1.01E-02,0.00E+00,0.00E+00
-2.497971,0.00E+00,0.00E+00,0.00E+00,1.02E-02,0.00E+00,0.00E+00
-2.495669,0.00E+00,0.00E+00,0.00E+00,1.03E-02,0.00E+00,0.00E+00
-2.493368,0.00E+00,0.00E+00,0.00E+00,1.05E-02,0.00E+00,0.00E+00
-2.491067,0.00E+00,0.00E+00,0.00E+00,1.06E-02,0.00E+00,0.00E+00
-2.488766,0.00E+00,0.00E+00,0.00E+00,1.08E-02,0.00E+00,0.00E+00
-2.486465,0.00E+00,0.00E+00,0.00E+00,1.09E-02,0.00E+00,0.00E+00
-2.484164,0.00E+00,0.00E+00,0.00E+00,1.10E-02,0.00E+00,0.00E+00
-2.481863,0.00E+00,0.00E+00,0.00E+00,1.12E-02,0.00E+00,0.00E+00
-2.479562,0.00E+00,0.00E+00,0.00E+00,1.13E-02,0.00E+00,0.00E+00
-2.477261,0.00E+00,0.00E+00,0.00E+00,1.15E-02,0.00E+00,0.00E+00
-2.47496,0.00E+00,0.00E+00,0.00E+00,1.16E-02,0.00E+00,0.00E+00
-2.472659,0.00E+00,0.00E+00,0.00E+00,1.17E-02,0.00E+00,0.00E+00
-2.470358,0.00E+00,0.00E+00,0.00E+00,1.19E-02,0.00E+00,0.00E+00
-2.468057,0.00E+00,0.00E+00,0.00E+00,1.20E-02,0.00E+00,0.00E+00
-2.465756,0.00E+00,0.00E+00,0.00E+00,1.22E-02,0.00E+00,0.00E+00
-2.463455,0.00E+00,0.00E+00,0.00E+00,1.23E-02,0.00E+00,0.00E+00
-2.461154,0.00E+00,0.00E+00,0.00E+00,1.25E-02,0.00E+00,0.00E+00
-2.458853,0.00E+00,0.00E+00,0.00E+00,1.26E-02,0.00E+00,0.00E+00
-2.456552,0.00E+00,0.00E+00,0.00E+00,1.28E-02,0.00E+00,0.00E+00
-2.454251,0.00E+00,0.00E+00,0.00E+00,1.29E-02,0.00E+00,0.00E+00
-2.45195,0.00E+00,0.00E+00,0.00E+00,1.31E-02,0.00E+00,0.00E+00
-2.449649,0.00E+00,0.00E+00,0.00E+00,1.32E-02,0.00E+00,0.00E+00
-2.447348,0.00E+00,0.00E+00,0.00E+00,1.34E-02,0.00E+00,0.00E+00
-2.445047,0.00E+00,0.00E+00,0.00E+00,1.35E-02,0.00E+00,0.00E+00
-2.442746,0.00E+00,0.00E+00,0.00E+00,1.36E-02,0.00E+00,0.00E+00
-2.440445,0.00E+00,0.00E+00,0.00E+00,1.38E-02,0.00E+00,0.00E+00
-2.438144,0.00E+00,0.00E+00,0.00E+00,1.39E-02,0.00E+00,0.00E+00
-2.435843,0.00E+00,0.00E+00,0.00E+00,1.41E-02,0.00E+00,0.00E+00
-2.433542,0.00E+00,0.00E+00,0.00E+00,1.43E-02,0.00E+00,0.00E+00
-2.431241,0.00E+00,0.00E+00,0.00E+00,1.44E-02,0.00E+00,0.00E+00
-2.42894,0.00E+00,0.00E+00,0.00E+00,1.46E-02,0.00E+00,0.00E+00
-2.426639,0.00E+00,0.00E+00,0.00E+00,1.47E-02,0.00E+00,0.00E+00
-2.424338,0.00E+00,0.00E+00,0.00E+00,1.49E-02,0.00E+00,0.00E+00
-2.422037,0.00E+00,0.00E+00,0.00E+00,1.50E-02,0.00E+00,0.00E+00
-2.419736,0.00E+00,0.00E+00,0.00E+00,1.52E-02,0.00E+00,0.00E+00
-2.417434,0.00E+00,0.00E+00,0.00E+00,1.54E-02,0.00E+00,0.00E+00
-2.415133,0.00E+00,0.00E+00,0.00E+00,1.55E-02,0.00E+00,0.00E+00
-2.412832,0.00E+00,0.00E+00,0.00E+00,1.57E-02,0.00E+00,0.00E+00
-2.410531,0.00E+00,0.00E+00,0.00E+00,1.59E-02,0.00E+00,0.00E+00
-2.40823,0.00E+00,0.00E+00,0.00E+00,1.60E-02,0.00E+00,0.00E+00
-2.405929,0.00E+00,0.00E+00,0.00E+00,1.62E-02,0.00E+00,0.00E+00
-2.403628,0.00E+00,0.00E+00,0.00E+00,1.64E-02,0.00E+00,0.00E+00
-2.401327,0.00E+00,0.00E+00,0.00E+00,1.66E-02,0.00E+00,0.00E+00
-2.399026,0.00E+00,0.00E+00,0.00E+00,1.68E-02,0.00E+00,0.00E+00
-2.396725,0.00E+00,0.00E+00,0.00E+00,1.69E-02,0.00E+00,0.00E+00
-2.394424,0.00E+00,0.00E+00,0.00E+00,1.71E-02,0.00E+00,0.00E+00
-2.392123,0.00E+00,0.00E+00,0.00E+00,1.73E-02,0.00E+00,0.00E+00
-2.389822,0.00E+00,0.00E+00,0.00E+00,1.75E-02,0.00E+00,0.00E+00
-2.387521,0.00E+00,0.00E+00,0.00E+00,1.77E-02,0.00E+00,0.00E+00
-2.38522,0.00E+00,0.00E+00,0.00E+00,1.79E-02,0.00E+00,0.00E+00
-2.382919,0.00E+00,0.00E+00,0.00E+00,1.81E-02,0.00E+00,0.00E+00
-2.380618,0.00E+00,0.00E+00,0.00E+00,1.83E-02,0.00E+00,0.00E+00
-2.378317,0.00E+00,0.00E+00,0.00E+00,1.85E-02,0.00E+00,0.00E+00
-2.376016,0.00E+00,0.00E+00,0.00E+00,1.87E-02,0.00E+00,0.00E+00
-2.373715,0.00E+00,0.00E+00,0.00E+00,1.89E-02,0.00E+00,0.00E+00
-2.371414,0.00E+00,0.00E+00,0.00E+00,1.90E-02,0.00E+00,0.00E+00
-2.369113,0.00E+00,0.00E+00,0.00E+00,1.92E-02,0.00E+00,0.00E+00
-2.366812,0.00E+00,0.00E+00,0.00E+00,1.94E-02,0.00E+00,0.00E+00
-2.364511,0.00E+00,0.00E+00,0.00E+00,1.96E-02,0.00E+00,0.00E+00
-2.36221,0.00E+00,0.00E+00,0.00E+00,1.98E-02,0.00E+00,0.00E+00
-2.359909,0.00E+00,0.00E+00,0.00E+00,2.00E-02,0.00E+00,0.00E+00
-2.357608,0.00E+00,0.00E+00,0.00E+00,2.02E-02,0.00E+00,0.00E+00
-2.355307,0.00E+00,0.00E+00,0.00E+00,2.04E-02,0.00E+00,0.00E+00
-2.353006,0.00E+00,0.00E+00,0.00E+00,2.06E-02,0.00E+00,0.00E+00
-2.350705,0.00E+00,0.00E+00,0.00E+00,2.08E-02,0.00E+00,0.00E+00
-2.348404,0.00E+00,0.00E+00,0.00E+00,2.10E-02,0.00E+00,0.00E+00
-2.346103,0.00E+00,0.00E+00,0.00E+00,2.12E-02,0.00E+00,0.00E+00
-2.343802,0.00E+00,0.00E+00,0.00E+00,2.14E-02,0.00E+00,0.00E+00
-2.3415,0.00E+00,0.00E+00,0.00E+00,2.16E-02,0.00E+00,0.00E+00
-2.339199,0.00E+00,0.00E+00,0.00E+00,2.18E-02,0.00E+00,0.00E+00
-2.336898,0.00E+00,0.00E+00,0.00E+00,2.20E-02,0.00E+00,0.00E+00
-2.334597,0.00E+00,0.00E+00,0.00E+00,2.22E-02,0.00E+00,0.00E+00
-2.332296,0.00E+00,0.00E+00,0.00E+00,2.24E-02,0.00E+00,0.00E+00
-2.329995,0.00E+00,0.00E+00,0.00E+00,2.26E-02,0.00E+00,0.00E+00
-2.327694,0.00E+00,0.00E+00,0.00E+00,2.28E-02,0.00E+00,0.00E+00
-2.325393,0.00E+00,0.00E+00,0.00E+00,2.30E-02,0.00E+00,0.00E+00
-2.323092,0.00E+00,0.00E+00,0.00E+00,2.32E-02,0.00E+00,0.00E+00
-2.320791,0.00E+00,0.00E+00,0.00E+00,2.35E-02,0.00E+00,0.00E+00
-2.31849,0.00E+00,0.00E+00,0.00E+00,2.37E-02,0.00E+00,0.00E+00
-2.316189,0.00E+00,0.00E+00,0.00E+00,2.39E-02,0.00E+00,0.00E+00
-2.313888,0.00E+00,0.00E+00,0.00E+00,2.41E-02,0.00E+00,0.00E+00
-2.311587,0.00E+00,0.00E+00,0.00E+00,2.43E-02,0.00E+00,0.00E+00
-2.309286,0.00E+00,0.00E+00,0.00E+00,2.45E-02,0.00E+00,0.00E+00
-2.306985,0.00E+00,0.00E+00,0.00E+00,2.47E-02,0.00E+00,0.00E+00
-2.304684,0.00E+00,0.00E+00,0.00E+00,2.50E-02,0.00E+00,0.00E+00
-2.302383,0.00E+00,0.00E+00,0.00E+00,2.52E-02,0.00E+00,0.00E+00
-2.300082,0.00E+00,0.00E+00,0.00E+00,2.54E-02,0.00E+00,0.00E+00
-2.297781,0.00E+00,0.00E+00,0.00E+00,2.56E-02,0.00E+00,0.00E+00
-2.29548,0.00E+00,0.00E+00,0.00E+00,2.58E-02,0.00E+00,0.00E+00
-2.293179,0.00E+00,0.00E+00,0.00E+00,2.61E-02,0.00E+00,0.00E+00
-2.290878,0.00E+00,0.00E+00,0.00E+00,2.63E-02,0.00E+00,0.00E+00
-2.288577,0.00E+00,0.00E+00,0.00E+00,2.65E-02,0.00E+00,0.00E+00
-2.286276,0.00E+00,0.00E+00,0.00E+00,2.68E-02,0.00E+00,0.00E+00
-2.283975,0.00E+00,0.00E+00,0.00E+00,2.70E-02,0.00E+00,0.00E+00
-2.281674,0.00E+00,0.00E+00,0.00E+00,2.72E-02,0.00E+00,0.00E+00
-2.279373,0.00E+00,0.00E+00,0.00E+00,2.75E-02,0.00E+00,0.00E+00
-2.277072,0.00E+00,0.00E+00,0.00E+00,2.77E-02,0.00E+00,0.00E+00
-2.274771,0.00E+00,0.00E+00,0.00E+00,2.79E-02,0.00E+00,0.00E+00
-2.27247,0.00E+00,0.00E+00,0.00E+00,2.82E-02,0.00E+00,0.00E+00
-2.270169,0.00E+00,0.00E+00,0.00E+00,2.84E-02,0.00E+00,0.00E+00
-2.267868,0.00E+00,0.00E+00,0.00E+00,2.87E-02,0.00E+00,0.00E+00
-2.265566,0.00E+00,0.00E+00,0.00E+00,2.89E-02,0.00E+00,0.00E+00
-2.263265,0.00E+00,0.00E+00,0.00E+00,2.92E-02,0.00E+00,0.00E+00
-2.260964,0.00E+00,0.00E+00,0.00E+00,2.94E-02,0.00E+00,0.00E+00
-2.258663,0.00E+00,0.00E+00,0.00E+00,2.97E-02,0.00E+00,0.00E+00
-2.256362,0.00E+00,0.00E+00,0.00E+00,2.99E-02,0.00E+00,0.00E+00
-2.254061,0.00E+00,0.00E+00,0.00E+00,3.02E-02,0.00E+00,0.00E+00
-2.25176,0.00E+00,0.00E+00,0.00E+00,3.04E-02,0.00E+00,0.00E+00
-2.249459,0.00E+00,0.00E+00,0.00E+00,3.07E-02,0.00E+00,0.00E+00
-2.247158,0.00E+00,0.00E+00,0.00E+00,3.09E-02,0.00E+00,0.00E+00
-2.244857,0.00E+00,0.00E+00,0.00E+00,3.12E-02,0.00E+00,0.00E+00
-2.242556,0.00E+00,0.00E+00,0.00E+00,3.15E-02,0.00E+00,0.00E+00
-2.240255,0.00E+00,0.00E+00,0.00E+00,3.17E-02,0.00E+00,0.00E+00
-2.237954,0.00E+00,0.00E+00,0.00E+00,3.20E-02,0.00E+00,0.00E+00
-2.235653,0.00E+00,0.00E+00,0.00E+00,3.23E-02,0.00E+00,0.00E+00
-2.233352,0.00E+00,0.00E+00,0.00E+00,3.25E-02,0.00E+00,0.00E+00
-2.231051,0.00E+00,0.00E+00,0.00E+00,3.28E-02,0.00E+00,0.00E+00
-2.22875,0.00E+00,0.00E+00,0.00E+00,3.31E-02,0.00E+00,0.00E+00
-2.226449,0.00E+00,0.00E+00,0.00E+00,3.33E-02,0.00E+00,0.00E+00
-2.224148,0.00E+00,0.00E+00,0.00E+00,3.36E-02,0.00E+00,0.00E+00
-2.221847,0.00E+00,0.00E+00,0.00E+00,3.39E-02,0.00E+00,0.00E+00
-2.219546,0.00E+00,0.00E+00,0.00E+00,3.42E-02,0.00E+00,0.00E+00
-2.217245,0.00E+00,0.00E+00,0.00E+00,3.44E-02,0.00E+00,0.00E+00
-2.214944,0.00E+00,0.00E+00,0.00E+00,3.47E-02,0.00E+00,0.00E+00
-2.212643,0.00E+00,0.00E+00,0.00E+00,3.50E-02,0.00E+00,0.00E+00
-2.210342,0.00E+00,0.00E+00,0.00E+00,3.53E-02,0.00E+00,0.00E+00
-2.208041,0.00E+00,0.00E+00,0.00E+00,3.55E-02,0.00E+00,0.00E+00
-2.20574,0.00E+00,0.00E+00,0.00E+00,3.58E-02,0.00E+00,0.00E+00
-2.203439,0.00E+00,0.00E+00,0.00E+00,3.61E-02,0.00E+00,0.00E+00
-2.201138,0.00E+00,0.00E+00,0.00E+00,3.64E-02,0.00E+00,0.00E+00
-2.198837,0.00E+00,0.00E+00,0.00E+00,3.67E-02,0.00E+00,0.00E+00
-2.196536,0.00E+00,0.00E+00,0.00E+00,3.70E-02,0.00E+00,0.00E+00
-2.194235,0.00E+00,0.00E+00,0.00E+00,3.73E-02,0.00E+00,0.00E+00
-2.191934,0.00E+00,0.00E+00,0.00E+00,3.75E-02,0.00E+00,0.00E+00
-2.189633,0.00E+00,0.00E+00,0.00E+00,3.78E-02,0.00E+00,0.00E+00
-2.187331,0.00E+00,0.00E+00,0.00E+00,3.81E-02,0.00E+00,0.00E+00
-2.18503,0.00E+00,0.00E+00,0.00E+00,3.84E-02,0.00E+00,0.00E+00
-2.182729,0.00E+00,0.00E+00,0.00E+00,3.87E-02,0.00E+00,0.00E+00
-2.180428,0.00E+00,0.00E+00,0.00E+00,3.90E-02,0.00E+00,0.00E+00
-2.178127,0.00E+00,0.00E+00,0.00E+00,3.93E-02,0.00E+00,0.00E+00
-2.175826,0.00E+00,0.00E+00,0.00E+00,3.96E-02,0.00E+00,0.00E+00
-2.173525,0.00E+00,0.00E+00,0.00E+00,3.99E-02,0.00E+00,0.00E+00
-2.171224,0.00E+00,0.00E+00,0.00E+00,4.02E-02,0.00E+00,0.00E+00
-2.168923,0.00E+00,0.00E+00,0.00E+00,4.05E-02,0.00E+00,0.00E+00
-2.166622,0.00E+00,0.00E+00,0.00E+00,4.08E-02,0.00E+00,0.00E+00
-2.164321,0.00E+00,0.00E+00,0.00E+00,4.11E-02,0.00E+00,0.00E+00
-2.16202,0.00E+00,0.00E+00,0.00E+00,4.14E-02,0.00E+00,0.00E+00
-2.159719,0.00E+00,0.00E+00,0.00E+00,4.18E-02,0.00E+00,0.00E+00
-2.157418,0.00E+00,0.00E+00,0.00E+00,4.21E-02,0.00E+00,0.00E+00
-2.155117,0.00E+00,0.00E+00,0.00E+00,4.24E-02,0.00E+00,0.00E+00
-2.152816,0.00E+00,0.00E+00,0.00E+00,4.27E-02,0.00E+00,0.00E+00
-2.150515,0.00E+00,0.00E+00,0.00E+00,4.30E-02,0.00E+00,0.00E+00
-2.148214,0.00E+00,0.00E+00,0.00E+00,4.33E-02,0.00E+00,0.00E+00
-2.145913,0.00E+00,0.00E+00,0.00E+00,4.37E-02,0.00E+00,0.00E+00
-2.143612,0.00E+00,0.00E+00,0.00E+00,4.40E-02,0.00E+00,0.00E+00
-2.141311,0.00E+00,0.00E+00,0.00E+00,4.43E-02,0.00E+00,0.00E+00
-2.13901,0.00E+00,0.00E+00,0.00E+00,4.46E-02,0.00E+00,0.00E+00
-2.136709,0.00E+00,0.00E+00,0.00E+00,4.50E-02,0.00E+00,0.00E+00
-2.134408,0.00E+00,0.00E+00,0.00E+00,4.53E-02,0.00E+00,0.00E+00
-2.132107,0.00E+00,0.00E+00,0.00E+00,4.56E-02,0.00E+00,0.00E+00
-2.129806,0.00E+00,0.00E+00,0.00E+00,4.60E-02,0.00E+00,0.00E+00
-2.127505,0.00E+00,0.00E+00,0.00E+00,4.63E-02,0.00E+00,0.00E+00
-2.125204,0.00E+00,0.00E+00,0.00E+00,4.66E-02,0.00E+00,0.00E+00
-2.122903,0.00E+00,0.00E+00,0.00E+00,4.70E-02,0.00E+00,0.00E+00
-2.120602,0.00E+00,0.00E+00,0.00E+00,4.73E-02,0.00E+00,0.00E+00
-2.118301,0.00E+00,0.00E+00,0.00E+00,4.77E-02,0.00E+00,0.00E+00
-2.116,0.00E+00,0.00E+00,0.00E+00,4.80E-02,0.00E+00,0.00E+00
-2.113699,0.00E+00,0.00E+00,0.00E+00,4.84E-02,0.00E+00,0.00E+00
-2.111397,0.00E+00,0.00E+00,0.00E+00,4.87E-02,0.00E+00,0.00E+00
-2.109096,0.00E+00,0.00E+00,0.00E+00,4.90E-02,0.00E+00,0.00E+00
-2.106795,0.00E+00,0.00E+00,0.00E+00,4.94E-02,0.00E+00,0.00E+00
-2.104494,0.00E+00,0.00E+00,0.00E+00,4.97E-02,0.00E+00,0.00E+00
-2.102193,0.00E+00,0.00E+00,0.00E+00,5.01E-02,0.00E+00,0.00E+00
-2.099892,0.00E+00,0.00E+00,0.00E+00,5.05E-02,0.00E+00,0.00E+00
-2.097591,0.00E+00,0.00E+00,0.00E+00,5.08E-02,0.00E+00,0.00E+00
-2.09529,0.00E+00,0.00E+00,0.00E+00,5.12E-02,0.00E+00,0.00E+00
-2.092989,0.00E+00,0.00E+00,0.00E+00,5.15E-02,0.00E+00,0.00E+00
-2.090688,0.00E+00,0.00E+00,0.00E+00,5.19E-02,0.00E+00,0.00E+00
-2.088387,0.00E+00,0.00E+00,0.00E+00,5.23E-02,0.00E+00,0.00E+00
-2.086086,0.00E+00,0.00E+00,0.00E+00,5.26E-02,0.00E+00,0.00E+00
-2.083785,0.00E+00,0.00E+00,0.00E+00,5.30E-02,0.00E+00,0.00E+00
-2.081484,0.00E+00,0.00E+00,0.00E+00,5.34E-02,0.00E+00,0.00E+00
-2.079183,0.00E+00,0.00E+00,0.00E+00,5.37E-02,0.00E+00,0.00E+00
-2.076882,0.00E+00,0.00E+00,0.00E+00,5.41E-02,0.00E+00,0.00E+00
-2.074581,0.00E+00,0.00E+00,0.00E+00,5.45E-02,0.00E+00,0.00E+00
-2.07228,0.00E+00,0.00E+00,0.00E+00,5.48E-02,0.00E+00,0.00E+00
-2.069979,0.00E+00,0.00E+00,0.00E+00,5.52E-02,0.00E+00,0.00E+00
-2.067678,0.00E+00,0.00E+00,0.00E+00,5.56E-02,0.00E+00,0.00E+00
-2.065377,0.00E+00,0.00E+00,0.00E+00,5.60E-02,0.00E+00,0.00E+00
-2.063076,0.00E+00,0.00E+00,0.00E+00,5.64E-02,0.00E+00,0.00E+00
-2.060775,0.00E+00,0.00E+00,0.00E+00,5.67E-02,0.00E+00,0.00E+00
-2.058474,0.00E+00,0.00E+00,0.00E+00,5.71E-02,0.00E+00,0.00E+00
-2.056173,0.00E+00,0.00E+00,0.00E+00,5.75E-02,0.00E+00,0.00E+00
-2.053872,0.00E+00,0.00E+00,0.00E+00,5.79E-02,0.00E+00,0.00E+00
-2.051571,0.00E+00,0.00E+00,0.00E+00,5.83E-02,0.00E+00,0.00E+00
-2.04927,0.00E+00,0.00E+00,0.00E+00,5.87E-02,0.00E+00,0.00E+00
-2.046969,0.00E+00,0.00E+00,0.00E+00,5.91E-02,0.00E+00,0.00E+00
-2.044668,0.00E+00,0.00E+00,0.00E+00,5.95E-02,0.00E+00,0.00E+00
-2.042367,0.00E+00,0.00E+00,0.00E+00,5.99E-02,0.00E+00,0.00E+00
-2.040066,0.00E+00,0.00E+00,0.00E+00,6.03E-02,0.00E+00,0.00E+00
-2.037765,0.00E+00,0.00E+00,0.00E+00,6.07E-02,0.00E+00,0.00E+00
-2.035463,0.00E+00,0.00E+00,0.00E+00,6.11E-02,0.00E+00,0.00E+00
-2.033162,0.00E+00,0.00E+00,0.00E+00,6.15E-02,0.00E+00,0.00E+00
-2.030861,0.00E+00,0.00E+00,0.00E+00,6.19E-02,0.00E+00,0.00E+00
-2.02856,0.00E+00,0.00E+00,0.00E+00,6.23E-02,0.00E+00,0.00E+00
-2.026259,0.00E+00,0.00E+00,0.00E+00,6.27E-02,0.00E+00,0.00E+00
-2.023958,0.00E+00,0.00E+00,0.00E+00,6.32E-02,0.00E+00,0.00E+00
-2.021657,0.00E+00,0.00E+00,0.00E+00,6.36E-02,0.00E+00,0.00E+00
-2.019356,0.00E+00,0.00E+00,0.00E+00,6.40E-02,0.00E+00,0.00E+00
-2.017055,0.00E+00,0.00E+00,0.00E+00,6.44E-02,0.00E+00,0.00E+00
-2.014754,0.00E+00,0.00E+00,0.00E+00,6.49E-02,0.00E+00,0.00E+00
-2.012453,0.00E+00,0.00E+00,0.00E+00,6.53E-02,0.00E+00,0.00E+00
-2.010152,0.00E+00,0.00E+00,0.00E+00,6.57E-02,0.00E+00,0.00E+00
-2.007851,0.00E+00,0.00E+00,0.00E+00,6.62E-02,0.00E+00,0.00E+00
-2.00555,0.00E+00,0.00E+00,0.00E+00,6.66E-02,0.00E+00,0.00E+00
-2.003249,0.00E+00,0.00E+00,0.00E+00,6.70E-02,0.00E+00,0.00E+00
-2.000948,0.00E+00,0.00E+00,0.00E+00,6.75E-02,0.00E+00,0.00E+00
-1.998647,0.00E+00,0.00E+00,0.00E+00,6.79E-02,0.00E+00,0.00E+00
-1.996346,0.00E+00,0.00E+00,0.00E+00,6.83E-02,0.00E+00,0.00E+00
-1.994045,0.00E+00,0.00E+00,0.00E+00,6.88E-02,0.00E+00,0.00E+00
-1.991744,0.00E+00,0.00E+00,0.00E+00,6.92E-02,0.00E+00,0.00E+00
-1.989443,0.00E+00,0.00E+00,0.00E+00,6.97E-02,0.00E+00,0.00E+00
-1.987142,0.00E+00,0.00E+00,0.00E+00,7.01E-02,0.00E+00,0.00E+00
-1.984841,0.00E+00,0.00E+00,0.00E+00,7.06E-02,0.00E+00,0.00E+00
-1.98254,0.00E+00,0.00E+00,0.00E+00,7.10E-02,0.00E+00,0.00E+00
-1.980239,0.00E+00,0.00E+00,0.00E+00,7.15E-02,0.00E+00,0.00E+00
